model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,company
A5,2020,31000,Manual,247,Petrol,145,37.2,2.0,Audi
Q5,2019,54000,Semi-Auto,4000,Diesel,145,32.5,3.0,Audi
A1,2019,22500,Semi-Auto,3869,Petrol,150,44.1,1.5,Audi
A6,2016,17000,Semi-Auto,57221,Diesel,30,61.4,2.0,Audi
A7,2017,24500,Semi-Auto,38519,Diesel,145,52.3,3.0,Audi
A3,2017,13500,Manual,51578,Petrol,20,60.1,1.4,Audi
Q5,2014,25000,Semi-Auto,34503,Diesel,260,41.5,3.0,Audi
Q5,2016,19000,Semi-Auto,38482,Diesel,200,47.1,3.0,Audi
A8,2018,35000,Semi-Auto,17951,Diesel,145,50.4,3.0,Audi
Q3,2016,21000,Semi-Auto,27425,Petrol,200,40.4,2.0,Audi
Q3,2020,36000,Semi-Auto,3000,Petrol,145,31.4,2.0,Audi
A6,2020,42500,Semi-Auto,3000,Diesel,145,37.7,3.0,Audi
A1,2020,25000,Semi-Auto,3000,Petrol,145,44.8,1.5,Audi
RS4,2019,58990,Automatic,5151,Petrol,145,29.1,2.9,Audi
Q2,2019,34990,Semi-Auto,853,Petrol,145,41.5,1.5,Audi
A3,2019,24212,Manual,6000,Diesel,145,51.4,1.6,Audi
A5,2019,34990,Semi-Auto,1637,Petrol,145,34.9,2.0,Audi
RS4,2019,60990,Automatic,6000,Petrol,145,29.1,2.9,Audi
Q5,2019,37980,Automatic,6000,Diesel,145,38.2,2.0,Audi
RS5,2019,55990,Automatic,7800,Petrol,145,29.7,2.9,Audi
RS4,2020,67000,Semi-Auto,3000,Petrol,145,29.1,2.9,Audi
A4,2020,35000,Semi-Auto,3000,Petrol,145,39.2,2.0,Audi
A3,2020,35000,Semi-Auto,3000,Petrol,145,34.9,2.0,Audi
Q3,2020,37000,Semi-Auto,3000,Diesel,145,47.1,2.0,Audi
A4,2019,26000,Semi-Auto,14361,Petrol,145,38.2,2.0,Audi
Q5,2019,35500,Semi-Auto,5336,Petrol,145,33.2,2.0,Audi
A5,2019,28500,Manual,1096,Petrol,145,37.2,2.0,Audi
A1,2019,19000,Manual,3979,Petrol,145,51.4,1.0,Audi
Q7,2019,47500,Semi-Auto,9044,Diesel,145,32.8,3.0,Audi
A5,2019,27000,Automatic,7000,Diesel,145,48.7,2.0,Audi
Q5,2019,35500,Semi-Auto,9280,Diesel,150,38.2,2.0,Audi
Q2,2017,16500,Manual,12632,Petrol,150,55.4,1.0,Audi
Q5,2017,26500,Semi-Auto,67223,Diesel,240,42.8,3.0,Audi
Q2,2018,18000,Manual,17728,Petrol,150,52.3,1.4,Audi
A5,2016,19000,Manual,13677,Diesel,125,57.6,2.0,Audi
A4,2018,19500,Manual,6063,Petrol,150,51.4,1.4,Audi
Q3,2020,35500,Semi-Auto,4309,Diesel,150,45.6,2.0,Audi
A3,2019,33000,Semi-Auto,4000,Petrol,145,33.2,2.0,Audi
Q2,2019,30000,Semi-Auto,7000,Petrol,145,33.2,2.0,Audi
Q3,2019,28500,Manual,4000,Diesel,145,42.8,2.0,Audi
A7,2019,33000,Semi-Auto,6000,Diesel,145,48.7,2.0,Audi
A1,2019,23500,Semi-Auto,4000,Petrol,145,44.8,1.5,Audi
R8,2019,125000,Semi-Auto,500,Petrol,145,21.4,5.2,Audi
A6,2019,35000,Semi-Auto,3000,Diesel,145,50.4,2.0,Audi
Q3,2019,24990,Manual,7000,Petrol,145,40.9,1.5,Audi
Q3,2019,26990,Manual,3000,Petrol,145,39.8,1.5,Audi
A1,2017,14490,Manual,19229,Petrol,30,56.5,1.4,Audi
Q3,2019,29500,Semi-Auto,5034,Petrol,145,32.5,2.0,Audi
A6,2016,16000,Semi-Auto,63105,Diesel,30,64.2,2.0,Audi
A7,2017,21500,Semi-Auto,56460,Diesel,160,52.3,3.0,Audi
Q2,2018,23500,Semi-Auto,39430,Petrol,145,44.1,2.0,Audi
Q5,2020,38500,Semi-Auto,4000,Petrol,145,32.1,2.0,Audi
TT,2020,53500,Semi-Auto,4000,Petrol,145,30.7,2.5,Audi
A5,2020,33000,Semi-Auto,6000,Petrol,145,39.8,2.0,Audi
A5,2018,22990,Manual,25448,Petrol,145,48.7,2.0,Audi
A1,2016,15490,Semi-Auto,39746,Petrol,30,70.6,1.4,Audi
A1,2017,15990,Manual,14885,Petrol,30,58.9,1.4,Audi
Q7,2018,70990,Automatic,13213,Diesel,145,37.2,4.0,Audi
Q2,2018,21990,Semi-Auto,13500,Petrol,145,54.3,1.4,Audi
Q7,2018,57490,Semi-Auto,11800,Diesel,145,39.2,4.0,Audi
Q2,2020,22669,Manual,6000,Petrol,145,45.6,1.0,Audi
Q8,2019,76990,Semi-Auto,6000,Diesel,145,32.8,3.0,Audi
Q5,2019,35490,Semi-Auto,5000,Diesel,145,38.2,2.0,Audi
A3,2019,22000,Semi-Auto,14803,Petrol,150,42.2,1.5,Audi
A3,2019,32500,Semi-Auto,3438,Petrol,150,34.9,2.0,Audi
Q5,2019,35000,Semi-Auto,8440,Diesel,150,38.2,2.0,Audi
A4,2019,26990,Semi-Auto,9560,Diesel,145,47.9,2.0,Audi
Q3,2019,32990,Semi-Auto,3300,Petrol,145,31.7,2.0,Audi
Q2,2017,19490,Manual,18354,Petrol,145,50.4,1.4,Audi
R8,2019,109990,Automatic,6954,Petrol,145,21.6,5.2,Audi
Q8,2019,66990,Semi-Auto,9155,Diesel,145,32.8,3.0,Audi
Q2,2020,26169,Manual,6000,Petrol,145,43.5,1.5,Audi
A3,2019,33500,Semi-Auto,256,Petrol,150,33.2,2.0,Audi
TT,2019,30000,Semi-Auto,375,Petrol,145,34.0,2.0,Audi
A3,2017,18000,Manual,16417,Diesel,145,67.3,1.6,Audi
TT,2019,30000,Semi-Auto,4307,Petrol,145,34.9,2.0,Audi
Q5,2016,20000,Manual,34381,Diesel,200,47.9,2.0,Audi
A4,2017,19000,Semi-Auto,21062,Petrol,145,53.3,2.0,Audi
A3,2017,23000,Semi-Auto,33657,Petrol,145,43.5,2.0,Audi
A3,2016,19490,Semi-Auto,25940,Petrol,30,56.5,1.4,Audi
Q5,2015,23990,Automatic,49431,Diesel,260,41.5,3.0,Audi
RS3,2018,36490,Automatic,17515,Petrol,145,34.0,2.5,Audi
RS6,2014,40990,Automatic,63476,Petrol,555,28.8,4.0,Audi
A6,2019,25990,Semi-Auto,28950,Diesel,150,50.4,2.0,Audi
Q3,2017,19990,Manual,21502,Petrol,150,49.6,1.4,Audi
Q2,2017,17790,Manual,23000,Petrol,150,52.3,1.4,Audi
A8,2016,23995,Semi-Auto,39000,Diesel,300,38.7,4.2,Audi
A3,2017,25990,Semi-Auto,23957,Petrol,145,43.5,2.0,Audi
A4,2017,20990,Manual,20990,Petrol,145,48.7,1.4,Audi
Q5,2017,33990,Semi-Auto,42643,Diesel,235,42.2,3.0,Audi
A4,2017,18490,Manual,27198,Petrol,145,48.7,2.0,Audi
R8,2014,51990,Semi-Auto,19800,Petrol,570,22.8,4.2,Audi
A1,2017,14490,Manual,14723,Petrol,150,55.4,1.4,Audi
A4,2017,20450,Semi-Auto,15900,Petrol,150,50.4,2.0,Audi
A1,2013,7610,Manual,42580,Petrol,125,53.3,1.4,Audi
Q3,2016,16390,Semi-Auto,52442,Diesel,165,50.4,2.0,Audi
A1,2013,8609,Manual,43070,Petrol,125,52.3,1.4,Audi
A3,2016,10130,Manual,61130,Diesel,0,74.3,1.6,Audi
A3,2019,22000,Semi-Auto,13576,Petrol,150,42.2,1.5,Audi
A1,2020,23000,Semi-Auto,3000,Petrol,145,44.8,1.0,Audi
A3,2019,22500,Semi-Auto,4681,Diesel,145,53.3,1.6,Audi
A3,2019,30500,Semi-Auto,7157,Petrol,145,34.9,2.0,Audi
A3,2019,22500,Semi-Auto,14307,Petrol,145,41.5,1.5,Audi
A3,2019,22500,Semi-Auto,12088,Petrol,145,41.5,1.5,Audi
A3,2019,22000,Semi-Auto,14757,Petrol,145,42.2,1.5,Audi
A3,2019,22000,Semi-Auto,14686,Petrol,145,42.2,1.5,Audi
A4,2019,23500,Manual,4514,Petrol,145,38.2,2.0,Audi
Q8,2018,59000,Semi-Auto,11691,Diesel,145,32.8,3.0,Audi
A1,2019,20000,Manual,2236,Petrol,145,46.3,1.5,Audi
Q5,2019,39990,Automatic,6000,Diesel,145,38.2,2.0,Audi
Q2,2017,20990,Semi-Auto,18200,Petrol,125,52.3,1.4,Audi
Q3,2019,35490,Automatic,4979,Diesel,145,45.6,2.0,Audi
A5,2019,28990,Automatic,7000,Diesel,145,50.4,2.0,Audi
Q2,2019,32990,Automatic,6000,Petrol,145,33.2,2.0,Audi
Q7,2019,52990,Automatic,5000,Diesel,145,33.2,3.0,Audi
Q2,2018,22990,Semi-Auto,31615,Petrol,145,51.4,1.4,Audi
A1,2019,23286,Semi-Auto,6000,Petrol,145,40.9,2.0,Audi
A5,2019,27990,Automatic,8000,Diesel,145,50.4,2.0,Audi
Q3,2019,25990,Manual,7500,Diesel,145,42.8,2.0,Audi
Q3,2017,21990,Semi-Auto,24250,Petrol,145,47.9,1.4,Audi
Q2,2017,23990,Semi-Auto,17000,Petrol,145,51.4,1.4,Audi
A8,2019,47990,Automatic,3000,Diesel,145,40.4,3.0,Audi
Q3,2019,24990,Manual,4000,Petrol,145,40.9,1.5,Audi
A4,2019,26850,Automatic,5641,Diesel,145,47.9,2.0,Audi
A1,2016,16290,Manual,10000,Petrol,30,58.9,1.4,Audi
A3,2016,14490,Manual,47537,Petrol,125,52.3,1.4,Audi
Q7,2016,30990,Semi-Auto,52900,Diesel,200,47.9,3.0,Audi
A5,2015,20990,Semi-Auto,34500,Diesel,200,44.8,3.0,Audi
Q5,2018,43990,Semi-Auto,17000,Petrol,145,34.0,3.0,Audi
Q7,2019,49490,Automatic,12390,Diesel,145,33.2,3.0,Audi
A3,2019,24443,Manual,6000,Petrol,145,42.2,1.5,Audi
RS5,2019,54990,Semi-Auto,7800,Petrol,145,29.7,2.9,Audi
Q7,2019,51990,Semi-Auto,3988,Diesel,145,32.8,3.0,Audi
A3,2016,16490,Manual,39000,Diesel,125,57.6,2.0,Audi
A1,2017,14990,Manual,38000,Petrol,30,56.5,1.4,Audi
TT,2016,36990,Automatic,31362,Petrol,300,34.5,2.5,Audi
Q5,2017,21750,Semi-Auto,83165,Diesel,150,55.4,2.0,Audi
A3,2017,17450,Manual,27875,Petrol,145,60.1,1.4,Audi
A3,2017,19990,Semi-Auto,30181,Petrol,150,49.6,2.0,Audi
A6,2016,19490,Manual,34334,Diesel,125,58.9,2.0,Audi
Q7,2018,47990,Semi-Auto,10050,Diesel,145,32.8,3.0,Audi
A5,2020,33990,Semi-Auto,6000,Diesel,145,48.7,2.0,Audi
Q5,2020,39990,Semi-Auto,6000,Petrol,145,32.1,2.0,Audi
A6,2017,24990,Semi-Auto,34300,Diesel,145,54.3,2.0,Audi
A5,2017,23490,Semi-Auto,35220,Petrol,145,48.7,2.0,Audi
Q3,2018,24990,Semi-Auto,10981,Petrol,145,45.6,1.4,Audi
Q2,2018,18490,Manual,18148,Petrol,150,52.3,1.4,Audi
A1,2020,23845,Semi-Auto,5000,Petrol,150,44.8,1.0,Audi
Q8,2019,50990,Semi-Auto,5608,Diesel,150,33.6,3.0,Audi
A6,2019,26990,Semi-Auto,18760,Diesel,150,50.4,2.0,Audi
Q8,2019,65990,Semi-Auto,10000,Diesel,150,32.8,3.0,Audi
A1,2016,13990,Manual,25600,Petrol,30,55.4,1.4,Audi
Q2,2017,18490,Manual,14000,Petrol,145,52.3,1.4,Audi
Q5,2018,39990,Semi-Auto,24233,Petrol,145,34.0,3.0,Audi
A5,2019,31990,Automatic,5000,Petrol,145,37.7,2.0,Audi
A5,2019,32990,Automatic,5000,Diesel,145,47.1,2.0,Audi
A3,2019,22990,Manual,4500,Diesel,145,52.3,1.6,Audi
A6,2016,18982,Automatic,20335,Diesel,30,61.4,2.0,Audi
A3,2017,17791,Manual,19366,Petrol,145,54.3,1.5,Audi
A1,2013,8495,Manual,41539,Petrol,30,55.4,1.2,Audi
Q3,2017,19995,Semi-Auto,26702,Petrol,145,47.9,1.4,Audi
A1,2016,13485,Semi-Auto,26371,Petrol,30,70.6,1.4,Audi
Q3,2017,17399,Manual,22491,Petrol,125,51.4,1.4,Audi
R8,2013,54850,Semi-Auto,10800,Petrol,570,22.4,4.2,Audi
A4,2019,26490,Automatic,6000,Petrol,145,42.2,2.0,Audi
A4,2019,25490,Automatic,6000,Diesel,145,50.4,2.0,Audi
A3,2019,22990,Semi-Auto,2091,Diesel,145,50.4,2.0,Audi
A1,2016,13490,Manual,32230,Petrol,30,55.4,1.4,Audi
A3,2020,34990,Semi-Auto,6000,Petrol,145,34.5,2.0,Audi
Q3,2019,33990,Semi-Auto,6000,Diesel,145,47.1,2.0,Audi
Q3,2018,21490,Manual,22900,Petrol,145,49.6,1.4,Audi
Q8,2019,51490,Semi-Auto,9804,Diesel,145,33.6,3.0,Audi
TT,2017,26990,Semi-Auto,24953,Petrol,200,40.9,2.0,Audi
A3,2018,25990,Semi-Auto,29035,Petrol,150,43.5,2.0,Audi
Q3,2020,43990,Semi-Auto,1487,Petrol,150,31.0,2.0,Audi
Q5,2015,19990,Automatic,59650,Diesel,200,47.1,2.0,Audi
A3,2018,29990,Semi-Auto,16100,Petrol,145,43.5,2.0,Audi
A3,2017,22490,Semi-Auto,13163,Petrol,145,56.5,1.5,Audi
A3,2016,24990,Semi-Auto,31128,Petrol,165,43.5,2.0,Audi
A6,2016,19990,Semi-Auto,27915,Diesel,30,61.4,3.0,Audi
A3,2017,17990,Manual,20477,Diesel,150,67.3,1.6,Audi
A3,2017,14990,Manual,24842,Petrol,20,60.1,1.0,Audi
Q5,2017,24990,Semi-Auto,47124,Diesel,150,55.4,2.0,Audi
A3,2016,20990,Semi-Auto,29012,Petrol,30,55.4,1.4,Audi
Q7,2018,72990,Automatic,13213,Diesel,145,37.2,4.0,Audi
Q7,2018,54990,Semi-Auto,19940,Diesel,145,39.2,4.0,Audi
A4,2017,21990,Semi-Auto,3000,Petrol,145,50.4,1.4,Audi
A5,2017,20000,Semi-Auto,40000,Diesel,145,67.3,2.0,Audi
A1,2017,12490,Manual,10481,Diesel,0,76.3,1.6,Audi
A3,2016,17490,Manual,25955,Petrol,30,60.1,1.4,Audi
A1,2019,19990,Automatic,11200,Petrol,145,47.1,1.0,Audi
Q3,2016,17925,Automatic,39820,Diesel,145,52.3,2.0,Audi
Q2,2019,24990,Semi-Auto,3624,Petrol,145,40.9,1.5,Audi
A3,2017,19490,Semi-Auto,28744,Petrol,145,56.5,1.5,Audi
A5,2017,22990,Automatic,41000,Diesel,145,62.8,2.0,Audi
A3,2019,23490,Automatic,10380,Petrol,145,41.5,1.5,Audi
TT,2019,46990,Semi-Auto,8900,Petrol,145,31.0,2.5,Audi
Q3,2019,32990,Automatic,7118,Diesel,145,38.7,2.0,Audi
A5,2017,29990,Automatic,22640,Petrol,145,37.7,3.0,Audi
Q3,2019,25990,Manual,6000,Petrol,145,42.2,1.5,Audi
A1,2019,20476,Manual,6000,Petrol,145,47.9,1.0,Audi
Q2,2019,28541,Semi-Auto,6000,Petrol,145,42.2,1.5,Audi
Q7,2018,45990,Automatic,24340,Diesel,145,47.1,3.0,Audi
Q3,2015,17990,Semi-Auto,57204,Petrol,200,42.2,2.0,Audi
Q5,2017,28890,Semi-Auto,20768,Diesel,145,55.4,2.0,Audi
Q5,2020,38695,Semi-Auto,6000,Petrol,145,32.1,2.0,Audi
A7,2019,39990,Automatic,5000,Diesel,145,38.2,3.0,Audi
A1,2020,26011,Semi-Auto,6000,Petrol,145,44.1,1.5,Audi
Q3,2018,25050,Semi-Auto,10000,Petrol,145,48.7,1.4,Audi
Q5,2017,29990,Semi-Auto,13890,Petrol,145,40.4,2.0,Audi
A3,2017,18990,Semi-Auto,24751,Petrol,125,49.6,2.0,Audi
Q3,2019,34750,Semi-Auto,4536,Petrol,145,32.1,2.0,Audi
A6,2016,24990,Automatic,47750,Diesel,160,52.3,3.0,Audi
A1,2016,14490,Semi-Auto,36668,Petrol,30,56.5,1.4,Audi
Q5,2015,26990,Automatic,48164,Diesel,235,42.8,3.0,Audi
A1,2018,18990,Semi-Auto,28660,Petrol,145,70.6,1.4,Audi
A3,2019,23990,Semi-Auto,9499,Petrol,145,41.5,1.5,Audi
A5,2017,24990,Automatic,36310,Petrol,145,45.6,2.0,Audi
A3,2015,22490,Semi-Auto,27151,Petrol,200,39.2,2.0,Audi
A3,2019,22990,Automatic,5000,Diesel,145,53.3,1.6,Audi
A4,2019,24490,Automatic,1293,Diesel,145,48.7,2.0,Audi
A4,2019,27490,Automatic,100,Diesel,145,47.9,2.0,Audi
Q3,2019,35490,Semi-Auto,2790,Diesel,145,45.6,2.0,Audi
Q5,2019,38990,Semi-Auto,2910,Petrol,145,32.1,2.0,Audi
Q2,2019,23990,Semi-Auto,3302,Petrol,145,42.8,1.5,Audi
Q2,2018,20990,Semi-Auto,13264,Petrol,145,54.3,1.4,Audi
RS5,2019,54990,Automatic,4474,Petrol,145,29.7,2.9,Audi
Q3,2019,38990,Semi-Auto,1335,Petrol,145,32.1,2.0,Audi
A1,2017,15490,Manual,6950,Petrol,145,56.5,1.4,Audi
TT,2019,39990,Automatic,3000,Petrol,145,35.3,2.0,Audi
Q2,2019,24490,Manual,2500,Petrol,145,43.5,1.5,Audi
A1,2019,18990,Manual,2000,Petrol,145,48.7,1.0,Audi
A3,2019,22061,Manual,2392,Diesel,145,51.4,1.6,Audi
Q7,2019,59990,Automatic,3988,Diesel,145,32.8,3.0,Audi
Q7,2019,47990,Automatic,3139,Diesel,145,33.2,3.0,Audi
Q5,2018,39995,Semi-Auto,25889,Petrol,145,34.0,3.0,Audi
Q2,2020,26089,Semi-Auto,6000,Petrol,145,42.2,1.5,Audi
Q5,2020,44990,Semi-Auto,6000,Diesel,145,37.2,2.0,Audi
Q2,2020,24825,Manual,6000,Petrol,145,43.5,1.5,Audi
Q3,2019,31990,Automatic,4500,Petrol,145,31.4,2.0,Audi
Q2,2019,25490,Manual,3500,Petrol,145,43.5,1.5,Audi
Q3,2019,37490,Automatic,9750,Petrol,145,30.7,2.0,Audi
A1,2019,22059,Semi-Auto,6000,Petrol,145,44.8,1.0,Audi
A3,2016,15990,Manual,20851,Petrol,30,56.5,1.4,Audi
Q7,2020,89990,Semi-Auto,5000,Diesel,145,29.4,4.0,Audi
A3,2019,23990,Automatic,2778,Petrol,145,40.9,2.0,Audi
A3,2019,23990,Automatic,6000,Diesel,145,52.3,1.6,Audi
Q2,2019,25990,Manual,6000,Diesel,145,46.3,1.6,Audi
A5,2019,32990,Automatic,500,Diesel,145,50.4,2.0,Audi
A6,2019,31990,Semi-Auto,8011,Diesel,145,47.9,2.0,Audi
Q3,2019,29990,Automatic,2473,Petrol,145,31.7,2.0,Audi
Q5,2020,48990,Semi-Auto,5000,Hybrid,135,117.7,2.0,Audi
Q3,2017,20490,Manual,25807,Petrol,145,49.6,1.4,Audi
A4,2017,31990,Semi-Auto,4274,Petrol,145,42.8,2.0,Audi
Q2,2019,22490,Manual,2044,Diesel,145,49.6,1.6,Audi
A3,2019,22967,Manual,6000,Petrol,145,43.5,1.5,Audi
Q7,2019,45990,Semi-Auto,6000,Diesel,145,33.2,3.0,Audi
A4,2019,25990,Automatic,10654,Petrol,145,38.7,2.0,Audi
Q7,2019,45990,Automatic,100,Diesel,145,33.2,3.0,Audi
RS6,2017,61490,Automatic,18881,Petrol,145,29.4,4.0,Audi
Q2,2019,25690,Automatic,2000,Petrol,145,42.2,1.5,Audi
A3,2019,22490,Manual,3000,Petrol,145,44.1,1.5,Audi
RS3,2019,47990,Semi-Auto,3584,Petrol,145,29.7,2.5,Audi
A1,2016,11990,Manual,15982,Petrol,0,67.3,1.0,Audi
Q2,2017,20990,Semi-Auto,31690,Petrol,125,52.3,1.4,Audi
A3,2017,17990,Manual,18092,Petrol,145,60.1,1.4,Audi
Q5,2018,33990,Semi-Auto,13667,Petrol,145,40.4,2.0,Audi
Q2,2020,26139,Semi-Auto,6000,Petrol,145,42.2,1.5,Audi
A4,2017,15767,Manual,42171,Petrol,145,50.4,2.0,Audi
A3,2018,21990,Semi-Auto,17800,Diesel,145,62.8,2.0,Audi
Q2,2019,25490,Manual,6000,Petrol,145,43.5,1.5,Audi
Q3,2019,40990,Automatic,500,Petrol,145,31.0,2.0,Audi
Q2,2019,23490,Manual,822,Petrol,145,44.8,1.5,Audi
Q3,2019,32082,Manual,6000,Petrol,145,40.9,1.5,Audi
A1,2017,12690,Manual,29040,Petrol,30,55.4,1.4,Audi
A1,2016,10790,Manual,39715,Petrol,0,67.3,1.0,Audi
Q3,2019,38990,Automatic,3000,Petrol,145,32.1,2.0,Audi
Q2,2019,24479,Manual,3561,Petrol,145,43.5,1.5,Audi
Q3,2019,26990,Manual,4500,Diesel,145,42.8,2.0,Audi
TT,2019,27990,Automatic,5000,Petrol,145,35.3,2.0,Audi
TT,2019,26990,Manual,2500,Petrol,145,38.2,2.0,Audi
Q3,2019,27990,Manual,5000,Petrol,145,39.8,1.5,Audi
A6,2019,28990,Automatic,11000,Diesel,145,50.4,2.0,Audi
A4,2014,13141,Semi-Auto,28510,Diesel,125,57.6,2.0,Audi
Q3,2020,30990,Semi-Auto,700,Petrol,150,39.8,1.5,Audi
Q2,2018,22990,Manual,10500,Petrol,150,49.6,1.4,Audi
A3,2017,25990,Semi-Auto,25874,Petrol,150,43.5,2.0,Audi
A1,2017,11990,Manual,27317,Petrol,150,67.3,1.0,Audi
A1,2017,11990,Manual,26994,Diesel,0,76.3,1.6,Audi
Q7,2016,32990,Semi-Auto,35285,Diesel,200,47.9,3.0,Audi
A1,2016,13990,Manual,32371,Petrol,30,55.4,1.4,Audi
A1,2018,17490,Semi-Auto,4712,Petrol,145,56.5,1.4,Audi
A3,2017,16990,Manual,26254,Petrol,30,60.1,1.4,Audi
A4,2017,13490,Manual,35543,Petrol,145,53.3,1.4,Audi
A3,2017,16450,Semi-Auto,37697,Diesel,150,65.7,2.0,Audi
A4,2017,25290,Semi-Auto,44857,Petrol,240,38.7,3.0,Audi
Q3,2020,30450,Semi-Auto,4000,Diesel,145,47.1,2.0,Audi
A1,2019,21490,Semi-Auto,11310,Petrol,150,47.1,1.0,Audi
Q2,2019,22453,Manual,7462,Petrol,150,42.8,1.5,Audi
Q3,2015,17990,Manual,46600,Diesel,165,49.6,2.0,Audi
A1,2014,10990,Manual,50500,Diesel,20,68.9,2.0,Audi
A3,2017,24490,Semi-Auto,26590,Petrol,165,43.5,2.0,Audi
RS4,2018,49990,Semi-Auto,22767,Petrol,145,32.1,2.9,Audi
A6,2020,48990,Semi-Auto,6000,Petrol,150,30.7,3.0,Audi
Q5,2017,23490,Semi-Auto,31018,Diesel,200,47.1,2.0,Audi
A6,2017,20990,Manual,44738,Diesel,145,58.9,2.0,Audi
Q3,2019,30990,Automatic,6681,Diesel,145,38.7,2.0,Audi
A1,2016,14795,Manual,28894,Petrol,30,58.9,1.4,Audi
Q3,2018,24850,Semi-Auto,15392,Petrol,145,40.4,2.0,Audi
A4,2018,24490,Automatic,16953,Petrol,145,48.7,2.0,Audi
A4,2018,21450,Semi-Auto,9555,Petrol,145,50.4,1.4,Audi
A4,2016,16900,Semi-Auto,11000,Petrol,30,55.4,2.0,Audi
A3,2019,26290,Semi-Auto,3345,Diesel,145,51.4,2.0,Audi
Q5,2019,33950,Semi-Auto,2192,Diesel,145,38.2,2.0,Audi
A4,2018,18490,Semi-Auto,17012,Petrol,145,51.4,1.4,Audi
Q7,2020,51995,Semi-Auto,3000,Diesel,145,33.2,3.0,Audi
A6,2014,15000,Semi-Auto,29074,Diesel,145,55.4,2.0,Audi
A3,2015,9995,Manual,29565,Petrol,125,53.3,1.4,Audi
Q3,2019,28990,Automatic,5454,Diesel,145,47.1,2.0,Audi
A3,2019,24990,Semi-Auto,5874,Diesel,145,50.4,2.0,Audi
Q5,2018,33990,Semi-Auto,12000,Petrol,145,40.4,2.0,Audi
TT,2016,39995,Semi-Auto,16000,Petrol,300,34.0,2.5,Audi
Q5,2015,26990,Semi-Auto,48164,Diesel,235,42.8,3.0,Audi
A3,2019,21490,Automatic,15116,Petrol,145,42.2,1.5,Audi
Q7,2017,35495,Automatic,22489,Diesel,145,47.9,3.0,Audi
Q5,2017,22950,Semi-Auto,49227,Diesel,145,56.5,2.0,Audi
A3,2019,21490,Semi-Auto,12152,Petrol,150,42.2,1.5,Audi
A6,2019,34990,Semi-Auto,5301,Diesel,150,39.2,3.0,Audi
A3,2019,22290,Manual,4533,Petrol,150,42.2,1.5,Audi
A3,2019,24490,Semi-Auto,5523,Petrol,150,42.2,1.5,Audi
Q3,2019,27950,Semi-Auto,1701,Diesel,150,48.7,2.0,Audi
Q5,2019,31950,Semi-Auto,11296,Diesel,150,38.2,2.0,Audi
A3,2019,22950,Automatic,6605,Diesel,145,51.4,2.0,Audi
A4,2019,26750,Automatic,4214,Diesel,145,49.6,2.0,Audi
A3,2019,25950,Semi-Auto,7261,Diesel,145,51.4,2.0,Audi
Q3,2015,15250,Semi-Auto,56310,Diesel,160,50.4,2.0,Audi
A7,2017,24860,Semi-Auto,12298,Diesel,145,52.3,3.0,Audi
A1,2016,10070,Manual,31188,Petrol,0,67.3,1.0,Audi
A3,2018,20960,Semi-Auto,15414,Petrol,145,56.5,1.5,Audi
Q7,2016,27990,Semi-Auto,55039,Diesel,200,47.9,3.0,Audi
A1,2015,9671,Manual,35924,Petrol,0,67.3,1.0,Audi
A6,2015,11641,Semi-Auto,81238,Diesel,20,67.3,2.0,Audi
A3,2018,18491,Semi-Auto,22305,Petrol,145,56.5,1.5,Audi
A4,2019,26950,Automatic,6000,Petrol,145,38.2,2.0,Audi
A5,2019,27995,Automatic,8000,Diesel,145,48.7,2.0,Audi
A5,2019,27995,Automatic,5000,Petrol,145,40.4,2.0,Audi
Q5,2020,49990,Semi-Auto,5000,Diesel,145,34.5,3.0,Audi
Q7,2016,30490,Semi-Auto,64460,Diesel,200,47.9,3.0,Audi
Q5,2019,33290,Semi-Auto,5940,Diesel,145,38.2,2.0,Audi
Q5,2019,36990,Semi-Auto,6941,Petrol,145,32.1,2.0,Audi
Q7,2018,52990,Automatic,15887,Diesel,145,39.2,4.0,Audi
A5,2019,34950,Semi-Auto,3760,Diesel,145,44.8,2.0,Audi
TT,2019,31990,Automatic,3871,Petrol,145,34.0,2.0,Audi
Q3,2019,28900,Semi-Auto,6366,Petrol,145,32.5,2.0,Audi
A4,2019,26495,Semi-Auto,9662,Diesel,145,45.6,2.0,Audi
A3,2019,23450,Semi-Auto,10122,Petrol,145,41.5,1.5,Audi
RS6,2016,48990,Automatic,51600,Petrol,325,29.4,4.0,Audi
A8,2018,38990,Semi-Auto,8872,Diesel,145,48.7,3.0,Audi
TT,2019,24990,Semi-Auto,3774,Petrol,145,40.9,2.0,Audi
A4,2020,28995,Semi-Auto,4000,Diesel,145,54.3,3.0,Audi
Q3,2020,37495,Semi-Auto,2000,Petrol,145,39.8,1.5,Audi
A1,2015,14450,Automatic,41996,Petrol,30,56.5,1.4,Audi
Q3,2019,29850,Semi-Auto,15648,Petrol,145,31.7,2.0,Audi
A3,2019,22690,Automatic,9818,Petrol,145,42.2,1.5,Audi
A3,2019,22990,Semi-Auto,15202,Petrol,145,41.5,1.5,Audi
Q3,2019,30450,Semi-Auto,12244,Petrol,145,31.7,2.0,Audi
Q3,2019,30450,Semi-Auto,8761,Petrol,145,31.7,2.0,Audi
A4,2016,16800,Automatic,44214,Diesel,30,65.7,2.0,Audi
A3,2017,21350,Semi-Auto,22100,Petrol,145,56.5,1.5,Audi
